time noise chunk
1592304710 0.7 565t
1592305009 0.7 916T
1592305079 0.7 733T
1592305085 0.7 1272T
1592305086 0.7 927T
1592305088 0.7 307T
1592305089 0.7 1041T
1592305090 0.7 1209T
1592305093 0.7 841T
1592305094 0.7 1278T
1592305095 0.7 807T
1592305096 0.7 331T
1592305097 0.7 157T
1592305099 0.7 746T
1592305100 0.7 848T
1592305101 0.7 821T
1592305103 0.7 848T
1592305106 0.7 1197T
1592305107 0.7 166T
1592305108 0.7 165T
1592305108 0.7 166T
1592305110 0.7 165T
1592305111 0.7 772T
1592305112 0.7 606T
1592305114 0.7 705T
1592305115 0.7 1307T
1592305116 0.7 670T
1592305117 0.7 743T
1592305118 0.7 278T
1592305119 0.7 556T
1592305120 0.7 1207T
1592305121 0.7 1205T
1592305123 0.7 1188T
1592305124 0.7 1137T
1592305125 0.7 116T
1592305126 0.7 707T
1592305126 0.7 709T
1592305129 0.7 784T
1592305130 0.7 764T
1592305131 0.7 777T
1592305133 0.7 1107T
1592305134 0.7 1096T
1592305135 0.7 1107T
1592305136 0.7 116T
1592305137 0.7 70T
1592305137 0.7 561T
1592305139 0.7 88T
1592305143 0.7 860T
1592305144 0.7 853T
1592305145 0.7 871T
1592305146 0.7 872T
1592305147 0.7 518T
1592305149 0.7 610T
1592305150 0.7 611T
1592305153 0.7 1238T
1592305153 0.7 1239T
1592305154 0.7 1215T
1592305155 0.7 165T
1592305156 0.7 166T
1592305157 0.7 165T
1592305158 0.7 166T
1592305159 0.7 165T
1592305160 0.7 166T
1592305161 0.7 1215T
1592305162 0.7 1105T
1592305163 0.7 1108T
1592305165 0.7 606T
1592305168 0.7 177T
1592305169 0.7 659T
1592305170 0.7 177T
1592305173 0.7 179T
1592305175 0.7 1207T
1592305178 0.7 1103T
1592305179 0.7 1097T
1592305180 0.7 710T
1592305181 0.7 184T
1592305182 0.7 334T
1592305183 0.7 308T
1592305184 0.7 887T
1592305185 0.7 363T
1592305186 0.7 664T
1592305188 0.7 21T
1592305190 0.7 554T
1592305191 0.7 660T
1592305193 0.7 626T
1592305196 0.7 721T
1592305197 0.7 99T
1592305198 0.7 360T
1592305199 0.7 363T
1592305200 0.7 788T
1592305201 0.7 1143T
1592305203 0.7 1263T
1592305205 0.7 554T
1592305205 0.7 251T
1592305207 0.7 17T
1592305207 0.7 995T
1592305210 0.7 771T
1592305211 0.7 1149T
1592305213 0.7 762T
1592305215 0.7 917T
1592305216 0.7 1050T
1592305224 0.7 369T
1592305225 0.7 909T
1592305226 0.7 538T
1592305227 0.7 1216T
1592305228 0.7 1083T
1592305229 0.7 1082T
1592305230 0.7 1083T
1592305231 0.7 279T
1592305232 0.7 69T
1592305234 0.7 664T
1592305236 0.7 363T
1592305236 0.7 736T
1592305238 0.7 360T
1592305239 0.7 359T
1592305240 0.7 575T
1592305240 0.7 181T
1592305241 0.7 707T
