time noise chunk
1593770993 0.7 1328t
1593770999 0.7 1325T
1593771040 0.7 705T
1593771054 0.7 92T
1593771069 0.7 809T
1593771074 0.7 3T
1593771074 0.7 668T
1593771075 0.7 787T
1593771076 0.7 622T
1593771077 0.7 538T
1593771079 0.7 366T
1593771080 0.7 538T
1593771081 0.7 371T
1593771083 0.7 538T
1593771086 0.7 996T
1593771087 0.7 307T
1593771088 0.7 334T
1593771089 0.7 335T
1593771091 0.7 886T
1593771092 0.7 538T
1593771094 0.7 1328T
1593771094 0.7 1217T
1593771095 0.7 784T
1593771096 0.7 1052T
1593771097 0.7 1194T
1593771098 0.7 300T
1593771099 0.7 307T
1593771100 0.7 236T
1593771100 0.7 241T
1593771101 0.7 236T
1593771101 0.7 245T
1593771102 0.7 123T
1593771103 0.7 236T
1593771103 0.7 150T
1593771104 0.7 236T
1593771105 0.7 150T
1593771106 0.7 236T
1593771106 0.7 123T
1593771107 0.7 150T
1593771108 0.7 236T
1593771109 0.7 241T
1593771109 0.7 236T
1593771110 0.7 241T
1593771110 0.7 236T
1593771112 0.7 151T
1593771112 0.7 123T
1593771113 0.7 236T
1593771115 0.7 150T
1593771116 0.7 1171T
1593771118 0.7 1161T
1593771120 0.7 1230T
1593771122 0.7 1233T
1593771124 0.7 538T
1593771126 0.7 995T
1593771130 0.7 1315T
1593771130 0.7 1118T
1593771131 0.7 1119T
1593771131 0.7 23T
1593771132 0.7 30T
1593771133 0.7 908T
1593771135 0.7 344T
1593771136 0.7 908T
1593771136 0.7 317T
1593771137 0.7 617T
1593771138 0.7 123T
1593771139 0.7 150T
1593771140 0.7 247T
1593771141 0.7 150T
1593771141 0.7 236T
1593771142 0.7 150T
1593771143 0.7 152T
1593771144 0.7 1115T
1593771145 0.7 1116T
1593771146 0.7 1136T
1593771146 0.7 1116T
1593771147 0.7 1115T
1593771148 0.7 1322T
1593771149 0.7 1031T
1593771150 0.7 869T
1593771152 0.7 1031T
1593771153 0.7 869T
1593771153 0.7 1031T
1593771154 0.7 869T
1593771154 0.7 1031T
1593771155 0.7 869T
1593771155 0.7 52T
1593771157 0.7 152T
1593771157 0.7 158T
1593771158 0.7 152T
1593771159 0.7 1115T
1593771159 0.7 1117T
1593771160 0.7 1323T
1593771160 0.7 817T
1593771161 0.7 1104T
1593771162 0.7 570T
1593771164 0.7 1328T
1593771164 0.7 1319T
1593771165 0.7 1328T
1593771165 0.7 1325T
1593771166 0.7 1328T
1593771168 0.7 1319T
1593771169 0.7 1321T
1593771169 0.7 240T
1593771171 0.7 788T
1593771171 0.7 86T
1593771174 0.7 334T
1593771175 0.7 1060T
1593771176 0.7 657T
1593771177 0.7 1143T
1593771178 0.7 315T
1593771181 0.7 321T
1593771182 0.7 319T
1593771183 0.7 357T
1593771184 0.7 319T
1593771185 0.7 320T
1593771187 0.7 319T
1593771188 0.7 357T
1593771189 0.7 319T
1593771189 0.7 320T
1593771190 0.7 319T
1593771191 0.7 320T
1593771195 0.7 538T
1593771196 0.7 1322T
1593771197 0.7 1324T
1593771198 0.7 1322T
1593771199 0.7 1324T
1593771200 0.7 158T
1593771202 0.7 236T
1593771204 0.7 889T
1593771205 0.7 150T
1593771206 0.7 167T
1593771207 0.7 652T
1593771208 0.7 891T
1593771209 0.7 86T
1593771211 0.7 888T
1593771214 0.7 1104T
1593771215 0.7 1101T
1593771216 0.7 1105T
1593771216 0.7 565T
1593771217 0.7 331T
1593771218 0.7 606T
1593771219 0.7 333T
1593771221 0.7 538T
1593771222 0.7 1115T
1593771222 0.7 1052T
1593771228 0.7 296T
1593771229 0.7 301T
1593771231 0.7 799T
1593771231 0.7 800T
1593771233 0.7 538T
1593771235 0.7 994T
1593771237 0.7 889T
1593771238 0.7 892T
1593771239 0.7 1333T
1593771241 0.7 786T
1593771242 0.7 788T
1593771243 0.7 649T
1593771244 0.7 538T
1593771245 0.7 474T
1593771247 0.7 1146T
1593771248 0.7 866T
1593771249 0.7 868T
1593771250 0.7 866T
1593771251 0.7 720T
1593771251 0.7 538T
1593771253 0.7 1328T
1593771253 0.7 1222T
1593771256 0.7 1191T
1593771257 0.7 1222T
1593771258 0.7 1328T
1593771262 0.7 1318T
1593771263 0.7 834T
1593771264 0.7 835T
1593771265 0.7 594T
1593771266 0.7 892T
1593771267 0.7 626T
1593771269 0.7 578T
1593771276 0.7 282T
1593771278 0.7 538T
1593771280 0.7 1115T
1593771282 0.7 1323T
1593771283 0.7 1112T
1593771285 0.7 1328T
1593771288 0.7 1319T
1593771289 0.7 1328T
1593771291 0.7 1181T
1593771295 0.7 683T
1593771298 0.7 1037T
1593771299 0.7 1059T
1593771301 0.7 1053T
1593771302 0.7 1052T
1593771305 0.7 1141T
1593771307 0.7 1166T
1593771308 0.7 1139T
1593771309 0.7 786T
1593771310 0.7 546T
1593771325 0.7 656T
1593771327 0.7 1243T
1593771327 0.7 1259T
1593771328 0.7 1193T
1593771330 0.7 780T
1593771330 0.7 783T
1593771332 0.7 293T
1593771336 0.7 1328T
1593771338 0.7 1319T
1593771339 0.7 1328T
1593771339 0.7 834T
1593771341 0.7 835T
